Index,embedding_row,Category,Section,Headline,enhanced_text_characters,enhanced_text_words
3452,2710,sport,sport,Australia Covid: AFL grand final parties linked to spike in Victoria cases - CNN,3097,479
3301,2711,sport,football,"Son Heung-Min: No Harry Kane, no problem as Tottenham Hotspur stuns Manchester City in Premier League - CNN",3082,506
100,2712,sport,golf,Cameron Smith claims PGA Tour's biggest payout after winning the Players Championship - CNN,3203,562
982,2713,news,europe,"By 2050, London's climate will feel like Barcelona, says new study - CNN",5472,852
649,2714,sport,sport,Timothy LeDuc is set to become the first openly non-binary athlete to compete at a Winter Olympics - CNN,2095,355
1081,2715,news,us,'How could this happen again?' Why this Catholic abuse scandal seems worse than 2002  - CNN,10917,1750
3232,2716,sport,football,Champions League draw: Paris Saint-Germain pitted against Manchester City in groups - CNN,3392,532
3707,2717,sport,sport,"Naomi Osaka: Tennis star shocked at US Open by teen Leylah Fernandez, considers taking another break - CNN",3351,582
4149,2718,news,europe,Ancient case of disease spillover discovered in Neanderthal man who got sick butchering raw meat - CNN,5041,815
4437,2719,sport,football,Zlatan Ibrahimovic scores 400th career league goal in AC Milan's win over AS Roma - CNN,1524,255
976,2720,news,world,Erika Woolsey and The Hydrous are using virtual reality to bring people closer to the ocean - CNN,4293,697
1223,2721,health,health,"Savannah, Georgia: Southern charm, deadly streets - CNN",13294,2227
4640,2722,news,europe,Angela Merkel Fast Facts - CNN,15088,2416
4301,2723,news,europe,Austria on verge of Covid lockdown for millions of unvaccinated people - CNN,5689,878
1255,2724,news,us,Most diverse place in America is not where you think - CNN,9991,1653
1504,2725,sport,sport,Martin Luther King Day: Legacy of 'I have a dream' speech becomes nightmare for Atlanta sports team owner  - CNN,11716,2003
3780,2726,news,europe,Thousands of dead sea creatures are washing up on UK beaches - CNN,2244,364
2224,2727,news,europe,Germany Covid-19: Berlin police investigate Soho House over alleged party amid lockdown - CNN,2677,419
974,2728,news,weather,I am a CNN meteorologist. I used to be a climate change skeptic - CNN,3312,546
2100,2729,sport,football,Champions League: PSG 'collapsed completely' in semifinal against Manchester City  - CNN,3301,538
3883,2730,news,uk,"Heat pumps explained: UK offers homeowners almost $7,000 to buy one. But what are they? - CNN",6735,1143
3921,2731,sport,football,Mohamed Salah scores second wonder goal in as many Premier League games to spoil Claudio Ranieri return - CNN,3585,604
4670,2732,sport,tennis,Peng Shuai: ITF 'does not want to punish a billion people' by suspending China tournaments - CNN,5353,860
1829,2733,sport,motorsport,Fernando Alonso: Sandwich wrapper wrecked F1 star's comeback race - CNN,1653,258
2386,2734,sport,sport,"George Floyd: Athletes of the NBA, WNBA and beyond speak out on the anniversary of his death - CNN",4754,834
783,2735,news,africa,"Diane Rwigara: Awaiting trial, Rwandan opposition leader says she's determined to hold government accountable
 - CNN",7970,1322
3467,2736,sport,football,Lionel Messi scores first PSG goal in Champions League win over Manchester City - CNN,4925,843
2347,2737,sport,football,'Never Give In': An intimate look at Sir Alex Ferguson - CNN,6691,1188
1920,2738,news,australia,"Australia's wildfires released as much smoke as a massive volcanic eruption, study finds - CNN",24729,3851
3038,2739,sport,sport,"NBA Finals: Bucks rally past Suns, take 3-2 lead - CNN",3915,671
3618,2740,sport,football,Barcelona: Gerard Pique admits 'We are who we are' as Barça trounced by Bayern in Champions League - CNN,4326,732
161,2741,news,africa,Opibus: The mobility startup converting Kenya to electric vehicles - CNN,8213,1283
2816,2742,news,australia,ANoM: FBI and Australian Federal Police encrypted app trap ensnares hundreds of criminal suspects  - CNN,4489,704
4595,2743,sport,motorsport,Max Verstappen: Questionable calls at Abu Dhabi Grand Prix do little to stifle the celebrations of Dutchman's orange army - CNN,7024,1182
3978,2744,sport,sport,Evan McPherson: Cincinnati Bengals kicker celebrates game-winning overtime kick. But he actually missed - CNN,2618,458
4579,2745,sport,sport,Monday Night Football: Los Angeles Rams hold off Arizona Cardinals for key playoff hunt win - CNN,4018,686
2902,2746,sport,sport,Connor Fields is out of ICU after sustaining brain hemorrhage in BMX crash at Tokyo 2020 - CNN,1749,283
1768,2747,news,europe,Russian protesters detained at pro-Navalny rallies say police threatened and intimidated them: 'The regime has shown its teeth' - CNN,8399,1374
4580,2748,sport,sport,"Paris Olympics 2024 organizers expect 600,000 at Seine opening ceremony - CNN",3151,519
1901,2749,news,australia,Kathleen Folbigg: Genetics may help free Australian woman convicted of killing her 4 babies - CNN,16096,2713
2419,2750,sport,football,Robert Lewandowski breaks 49-year goal-scoring record with 41st goal of the season - CNN,2213,350
3705,2751,news,australia,Australia beat the world on shutting out Covid. Now it is bitterly divided on how to reopen  - CNN,11924,1910
1764,2752,sport,sport,NBA: Steph Curry and Nikola Jokic score 50 points or more -- but both lose - CNN,3643,613
3365,2753,news,europe,"Belarus president Alexander Lukashenko denies repression, accuses US of 'lawlessness' - CNN",3662,538
1996,2754,sport,football,Cat Phillips: Australian frisbee and oval ball star fired up by fight for gender equality - CNN,8894,1525
4104,2755,sport,sport,NFL: New England defense bullies Tennessee in 36-13 victory for sixth straight win - CNN,4030,707
3795,2756,sport,sport,Pete Carroll: Seattle Seahawks coach admits he 'probably wouldn't have' been at helm for so long without Russell Wilson - CNN,2403,411
3134,2757,news,europe,"UK's Covid lockdown is lifting, but many are scared to go back to normal life - CNN",14870,2496
2931,2758,sport,sport,There may be more Olympians who identify as LGBTQ than ever before. But there are limits to inclusion  - CNN,11764,1887
2622,2759,news,europe,Czech President calls transgender people 'disgusting' - CNN,2275,347
1297,2760,business,business,Government suspends training at sea after college student says she and others were raped  - CNN,4856,786
1787,2761,sport,football,"Meet BellaTeq, the first all-female Teqball team hoping to signal a 'new era' for the sport - CNN",3990,670
1301,2762,news,us,"Beta Operating Company, operator of leaking oil infrastructure, has record of violations - CNN",4124,650
2678,2763,sport,football,Martin Dubravka: Goalkeeper's astonishing own goal hands Spain path to Euro 2020's knockout stages - CNN,1929,312
2760,2764,sport,sport,Copa América pay spectacular effect-laden Diego Maradona tribute as Lionel Messi scores stunning free-kick - CNN,4448,695
1805,2765,news,europe,"Alexey Navalny handed jail term, prompting protests across Russia - CNN",8321,1337
2157,2766,news,europe,Alexey Navalny: Protesters across Russia call for Navalny's release on same day as Putin's annual address - CNN,8771,1375
4115,2767,news,europe,Switzerland votes to keep Covid restrictions as cases surge - CNN,1786,286
3649,2768,sport,tennis,US Open: Emma Raducanu beats Leylah Fernandez in women's final - CNN,6270,1054
3483,2769,news,europe,San Marino votes overwhelmingly to end abortion ban - CNN,2541,400
211,2770,news,china,Beijing Covid bubble: We are in the same Olympic city but remain a world apart  - CNN,9752,1706
86,2771,entertainment,entertainment, Grimes and Elon Musk secretly welcomed their second child in December - CNN,2263,395
3874,2772,sport,sport,Evander Kane suspended by NHL after investigation into his Covid-19 vaccine card - CNN,2795,443
1159,2773,health,health,Inside the secret lives of  functioning heroin addicts - CNN,18587,3216
3679,2774,sport,football,Erling Haaland and Memphis Depay score hat-tricks as Norway and Netherlands secure emphatic World Cup qualifier victories - CNN,3094,499
3800,2775,news,uk,Covid in Europe enters a second pandemic winter as chaos grips the East and uncertainty haunts the West  - CNN,8730,1385
4154,2776,sport,football,Diego Maradona: How the 'Hand of God' and the 'Goal of the Century' redefined football - CNN,16029,2761
2733,2777,sport,sport,Philadelphia 76ers blow 26-point lead as Atlanta Hawks take 3-2 playoff series lead - CNN,3306,566
2256,2778,news,uk,"Laughed off for years as gaffes, Prince Philip's outbursts complicate his legacy - CNN",6808,1113
3170,2779,news,europe,Cyprus wildfires leave at least four dead in 'unprecedented tragedy' - CNN,1867,282
3798,2780,sport,football,Walter Smith: Former Rangers manager dies at the age of 73 - CNN,2170,357
1553,2781,sport,football,Karim Benzema to face trial over alleged involvement in blackmail scheme - CNN,2792,450
1689,2782,sport,football,Champions League: Kylian Mbappe labeled a 'star for the future' as PSG sinks Barcelona - CNN,5181,853
4410,2783,sport,football,Barcelona: Barça scrapes to win while Robert Lewandowski scores hat-trick - CNN,3200,524
3089,2784,sport,football,Euro 2020: England manager Gareth Southgate has shown the true value of leadership - CNN,9410,1543
2838,2785,sport,football,Euro 2020: Ukraine's new football kit irks Russia over Crimea map - CNN,3657,584
4398,2786,sport,sport,Atlanta Braves win World Series for the first time since 1995 - CNN,15394,2636
2436,2787,sport,sport,Tim Tebow is back in the NFL after signing with the Jacksonville Jaguars - CNN,1689,287
2306,2788,sport,football,"UEFA Champions League: Meet Otto Addo, the coach responsible for guiding some of Europe's brightest young footballers - CNN",9052,1589
3904,2789,news,europe,Russia suspending mission to NATO in response to staff expulsions - CNN,4002,618
2251,2790,sport,golf,The Masters: Will Zalatoris wished luck by Adam Sandler due to resemblance to his caddy in 'Happy Gilmore' - CNN,1880,324
192,2791,health,health,The creator of the viral Black fetus image will have his illustrations published in a book - CNN,6545,1055
2538,2792,sport,sport,"New York Rangers handed $250,000 fine: Capitals controversy continues as huge brawl mars hockey game - CNN",4940,834
2978,2793,sport,sport,"Novak Djokovic says current weather conditions in Tokyo are ""brutal"" - CNN",4102,699
3377,2794,news,europe,Blaze sweeps through Athens suburbs in fifth day of Greece wildfires - CNN,9202,1480
3358,2795,sport,golf,Kim Si Woo finds water five times on one hole to set unwanted landmark PGA Tour score - CNN,2150,385
2859,2796,sport,tennis,Yana Sizikova: Russian tennis player arrested for sports corruption and fraud  - CNN,1872,288
61,2797,entertainment,entertainment,Jane Campion apologizes for 'thoughtless' comment about Venus and Serena Williams - CNN,2820,457
4215,2798,sport,motorsport,Valtteri Bottas backs teammate Lewis Hamilton to triumph in F1 championship fight - CNN,2104,359
3099,2799,sport,football,"Copa America 2021 final: Argentina beats Brazil 1-0 
 - CNN",3612,596
3927,2800,news,australia,Scott Morrison: Australian leader will attend COP26 climate summit - CNN,3341,528
1640,2801,news,uk,Earl of Strathmore sentenced to 10 months in prison for sexual assault at his castle - CNN,3013,518
2433,2802,sport,golf,"Y.E. Yang, the man who beat Tiger Woods to win the 2009 PGA Championship, is disqualified - CNN",1936,341
4626,2803,sport,sport,Steph Curry closes in on three-point record as Warriors ease past Trail Blazers - CNN,3684,618
820,2804,news,africa,Female firefighters from Ghana launch first gender discrimination case - CNN,10759,1785
1788,2805,news,europe,Bodies of drowned deer recovered from frozen lake after being scared by poachers - CNN,1507,243
4166,2806,news,europe,Olaf Scholz: the man set to replace Angela Merkel as Germany's next chancellor  - CNN,5002,821
1389,2807,news,us,Extremists intensify calls for violence ahead of Inauguration Day - CNN,13263,2151
1823,2808,sport,sport,Utah Jazz team plane forced into emergency landing after bird strike - CNN,1772,295
641,2809,sport,sport,Winter Olympics could become 'dangerous' because of fake snow - CNN,2389,373
1992,2810,sport,sport,"Meyers Leonard fined $50,000 for anti-Semitic slur - CNN",2234,360
4011,2811,news,uk,Analysis: The Countess of Wessex is getting real about menopause. Why her groundbreaking message matters - CNN,12464,2037
4210,2812,news,europe,Rotterdam Covid-19 protests: Injuries reported after Dutch police fire warning shots at anti-lockdown demonstrators - CNN,3531,554
4516,2813,news,uk,"Queen Elizabeth will not travel to Sandringham for Christmas, palace source says - CNN",2537,407
2504,2814,news,europe,Italian woman accidentally given six shots of Covid-19 vaccine - CNN,2173,334
4005,2815,sport,sport,Jon Gruden: Raiders coach described head of the NFL Players Association DeMaurice Smith using racially insensitive language in 2011 - CNN,3185,545
2142,2816,news,uk,Malaria vaccine breakthrough as promising trial rises hopes of controlling disease - CNN,2960,478
1412,2817,sport,football,Manchester United stunned by bottom side Sheffield United as crazy Premier League season gets crazier - CNN,5739,904
4276,2818,sport,football,Serbia stuns Portugal to qualify for 2022 World Cup - CNN,2050,346
2607,2819,news,uk,Prince Harry tells award winners Diana would have been 'so proud' - CNN,2685,440
619,2820,sport,sport,Why Olympic figure skaters don't get dizzy from spinning - CNN,5749,949
