Index,Headline,original_category,llm_category,original_section,llm_section,neighbor_1_index,neighbor_1_headline,neighbor_1_similarity,neighbor_2_index,neighbor_2_headline,neighbor_2_similarity,neighbor_3_index,neighbor_3_headline,neighbor_3_similarity,neighbor_4_index,neighbor_4_headline,neighbor_4_similarity,neighbor_5_index,neighbor_5_headline,neighbor_5_similarity,same_original_category_neighbor_ratio,same_llm_category_neighbor_ratio,same_original_section_neighbor_ratio,same_llm_section_neighbor_ratio,mean_neighbor_similarity,minimum_neighbor_similarity,maximum_neighbor_similarity
2424,Phil Mickelson atop leaderboard heading into final round at PGA Championship - CNN,sport,sport,golf,football,2421,"Phil Mickelson sets early lead at PGA Championship, and a chance at history - CNN",0.8285904,2405,PGA Championship 2021: Phil Mickelson becomes oldest major winner  - CNN,0.750979,2363,Phil Mickelson's 'simply amazing' win and a victory against his doubters - CNN,0.7158983,1763,"Brooks Koepka claims his first win since 2019, world No. 1 Dustin Johnson sends ominous message - CNN",0.6700101,2427,PGA Championship: Conners waves Canadian flag from top of gusty PGA leaderboard - CNN,0.6578334,1.0,1.0,1.0,0.6,0.7246622,0.6578334,0.8285904
2200,Pierre-Emerick Aubameyang: Arsenal star recovering from malaria - CNN,sport,health,football,health,2539,Arsenal's Europa League exit an 'embarrassment' as club lurches towards yet another crisis  - CNN,0.5450635,1452,Arsenal knocked out of FA Cup after defeat by Southampton - CNN,0.54097044,2306,"UEFA Champions League: Meet Otto Addo, the coach responsible for guiding some of Europe's brightest young footballers - CNN",0.50673497,4686,Adnan Januzaj: Manchester Untied's former star on life after leaving the Premier League  - CNN,0.4708668,4593,"Joshua Kimmich: After suffering lung problem due to Covid, Bayern star says he should have been vaccinated - CNN",0.47033107,1.0,0.2,1.0,0.2,0.5067934,0.47033107,0.5450635
3140,Peter R. de Vries: Dutch crime reporter fighting for his life after shooting - CNN,news,news,europe,us,4184,Violent clashes erupt during anti-lockdown demonstrations in Europe  - CNN,0.49575382,3472,Dutch police arrest and release former far-right party member amid reports of possible plan to attack Prime Minister - CNN,0.4936304,4210,Rotterdam Covid-19 protests: Injuries reported after Dutch police fire warning shots at anti-lockdown demonstrators - CNN,0.466336,4075,"French former police officer identified as serial killer and rapist, ending 35-year hunt - CNN",0.44613612,1768,Russian protesters detained at pro-Navalny rallies say police threatened and intimidated them: 'The regime has shown its teeth' - CNN,0.4346665,1.0,0.6,1.0,0.0,0.46730456,0.4346665,0.49575382
103,Lewis Hamilton to change name to honor mother  - CNN,sport,entertainment,motorsport,celebrities,677,Lewis Hamilton equals Michael Schumacher's record of seven world titles - CNN,0.4748153,3178,Lewis Hamilton extends Mercedes contract to 2023 - CNN,0.45996022,1756,Lewis Hamilton and Mercedes agree one-year deal with joint commitment for 'greater diversity and inclusion' - CNN,0.45333153,2810,Lilibet: Meghan and Harry deny report they didn't ask the Queen about naming their daughter  - CNN,0.43812925,4562,Lewis Hamilton knighted following F1 heartbreak - CNN,0.43757623,0.8,0.0,0.6,0.0,0.4527625,0.43757623,0.4748153
3857,Newcastle United urges fans to not wear mock Arab head coverings following Saudi takeover - CNN,sport,news,football,middleeast,3993,LGBT+ fan groups alliance criticises Newcastle takeover - CNN,0.53639877,1858,Norway players wear T-shirts protesting Qatar World Cup ahead of qualifier against Gibraltar - CNN,0.5034404,2475,Manchester United vs. Liverpool: Two arrests made during fan protests outside Old Trafford - CNN,0.47366345,2215,Manchester United change seat covering colors to improve home form - CNN,0.47223157,2172,European Super League: Players and fans condemn controversial competition - CNN,0.45492923,1.0,0.0,0.6,0.0,0.48813266,0.45492923,0.53639877
1718,Bubba Wallace: How 2020 helped NASCAR driver find his voice to speak out over injustice - CNN,sport,sport,motorsport,football,698,Bubba Wallace: NASCAR driver learning to 'embrace' activism  - CNN,0.6122303,3113,Novak Djokovic reaches Wimbledon final after beating Denis Shapovalov - CNN,0.50286525,4211,Kyle Larson says he's thankful for second chance - CNN,0.50211716,2024,Bryson DeChambeau gets text from Tiger Woods; then wins Arnold Palmer invitational - CNN,0.47825438,2616,Novak Djokovic comes from behind to win Wimbledon opener as he bids for record-equaling 20th grand slam title - CNN,0.4711569,1.0,0.8,0.4,0.6,0.5133248,0.4711569,0.6122303
2394,"Liz Cambage: WNBA head coach Curt Miller suspended, fined after making comment about opposing player's weight - CNN",sport,sport,sport,football,3055,"Australian and WNBA star Liz Cambage withdraws from Olympics, citing mental health - CNN",0.61262697,2445,WNBA: Liberty's Ionescu records first career triple-double to down Lynx - CNN,0.5142061,102,"Kyrie Irving: NBA fines Brooklyn Nets $50,000 for allowing player to enter team locker room - CNN",0.5092303,2471,"Sabrina Ionescu hits game-winning 3 to start the WNBA season, honors Kobe Bryant - CNN",0.507225,4323,"Nikola Jokic suspended for one game, Markieff Morris fined $50,000 after on-court altercation  - CNN",0.4999206,1.0,0.8,1.0,0.8,0.5286418,0.4999206,0.61262697
2372,Naomi Osaka says she won't do press conferences during the French Open - CNN,sport,sport,tennis,tennis,2348,"Naomi Osaka withdraws from French Open, citing her mental health - CNN",0.8011545,574,The Naomi Osaka fiasco is a sign that we're nowhere near finished with work on mental health - CNN,0.79816437,3419,How misogynoir is oppressing Black women athletes - CNN,0.78820115,2969,Naomi Osaka 'refreshed and happy' as she kicks off her Olympic campaign with dominant victory against Saisai Zheng - CNN,0.7673956,3130,Naomi Osaka says the press conference format is in 'great need of a refresh' - CNN,0.7647889,1.0,0.2,0.8,0.2,0.7839409,0.7647889,0.8011545
3462,"Wayne Couzens, Sarah Everard's murderer, kidnapped her using police ID and handcuffs - CNN",news,news,uk,uk,1975,"Sarah Everard: Metropolitan Police officer charged with the kidnap and murder of Sarah Everard, who went missing in London - CNN",0.85445267,3121,Sarah Everard: London officer pleads guilty to murder of marketing executive - CNN,0.820544,4081,Sarah Everard murder: London's police criticized after warning women to be wary of lone officers - CNN,0.8085879,3455,UK murder timeline: How events unfolded as Sarah Everard's murderer is sentenced to life without parole - CNN,0.800848,2826,Sarah Everard: London police officer pleads guilty to kidnap and rape - CNN,0.77048635,1.0,0.8,0.8,0.8,0.8109838,0.77048635,0.85445267
3654,Lionel Messi surpasses Pelé to become South America's top international goal scorer in men's football - CNN,sport,sport,football,football,2606,Messi scores two and assists once while becoming Argentina's most capped player - CNN,0.77447325,1892,Lionel Messi breaks Barcelona appearance record - CNN,0.72578794,2725,"Pelé 'rooting' for Neymar, who scores 68th goal for Brazil to edge closer to legend's all-time scoring record  - CNN",0.72108376,3467,Lionel Messi scores first PSG goal in Champions League win over Manchester City - CNN,0.70266986,2684,Lionel Messi equals Argentina's all-time appearance record ... and signs fan's incredible tattoo - CNN,0.70224833,1.0,1.0,1.0,1.0,0.7252526,0.70224833,0.77447325
851,How two Maryland women work to raise awareness about missing Black people - CNN,news,news,us,us,865,"Black lives matter in children's books, too. That's why this couple started a non-profit  - CNN",0.52318203,2401,"Sasha Johnson: BLM activist Sasha Johnson shot by men entering party, London police say, as supporters demand accountability - CNN",0.48723996,785,Women are dying from backstreet abortions. But reforms to Malawi's 157-year-old laws are stuck - CNN,0.45603144,3843,Cleo Smith: Australian authorities offer A$1 million reward for missing 4-year-old  - CNN,0.45172334,3681,Missing toddler AJ Elfalak found after three-day search in Australian bush - CNN,0.44768465,0.8,0.6,0.2,0.0,0.47317228,0.44768465,0.52318203
4300,Germany thrashes Liechtenstein 9-0 in FIFA World Cup qualifier - CNN,sport,sport,football,football,3967,Germany becomes first nation to qualify for 2022 FIFA World Cup after host Qatar - CNN,0.63442063,1731,Bayern Munich wins sixth title in a year with Club World Cup victory over Tigres - CNN,0.63364005,3765,Bayern Munich suffer historic 5-0 cup thrashing to Gladbach - CNN,0.6305281,3584,Bayern Munich puts seven goals past hapless VfL Bochum - CNN,0.6150403,2621,Switzerland stuns France in Euro 2020 as Kylian Mbappe misses in penalty shootout - CNN,0.6049849,1.0,1.0,1.0,1.0,0.62372273,0.6049849,0.63442063
4321,Aryna Sabalenka says she got vaccinated after contracting Covid-19 - CNN,sport,sport,tennis,sport,2560,Novak Djokovic hopes Covid-19 vaccine will not be made compulsory for players  - CNN,0.608932,1465,Paula Badosa becomes first Australian Open tennis player to reveal positive Covid-19 test - CNN,0.5959485,4574,"Emma Raducanu tests positive for COVID-19, out of exhibition event in Abu Dhabi - CNN",0.59423834,3302,Stefanos Tsitsipas refuses to take vaccine unless it becomes mandatory on tour - CNN,0.5824025,1410,"Novavax vaccine is 89% effective in UK trial, but less so in South Africa - CNN",0.58137834,0.8,0.8,0.6,0.0,0.59257996,0.58137834,0.608932
4447,João Cancelo: Manchester City defender assaulted during burglary at his home - CNN,sport,news,football,us,4020,William Ribeiro: Brazilian footballer charged with attempted murder after kicking referee in the head - CNN,0.56977654,2408,Rio Ferdinand: Manchester United legend racially abused at Premier League match  - CNN,0.5674708,3594,Leicester City vs. Napoli: Multiple arrests made as fans clash - CNN,0.5608845,3022,Premier League soccer player suspended over alleged child sex offenses - CNN,0.553258,3382,Juventus apologize for racist post shared on their women's team Twitter feed - CNN,0.5331991,1.0,0.0,1.0,0.0,0.5569178,0.5331991,0.56977654
1961,"Meghan, Duchess of Sussex: Royals hire external law firm to investigate bullying claims - CNN",news,politics,uk,politics,2053,"Buckingham Palace to investigate allegations that Meghan, Duchess of Sussex, bullied UK staff - CNN",0.9071115,2060,Meghan accuses royal family of 'perpetuating falsehoods' against her and Harry - CNN,0.7821784,1976,Meghan and Harry feel wronged by the palace. But they can only seek justice in the court of public opinion - CNN,0.7755696,4318,"Meghan, Duchess of Sussex, apologizes to UK court, denies any intention to mislead - CNN",0.738777,3711,Analysis:  Blow to Meghan and Harry with UK watchdog ruling but war on offensive media coverage continues - CNN,0.7090097,1.0,0.6,0.8,0.6,0.78252923,0.7090097,0.9071115
1036,Why the rules for racial rhetoric are changing - CNN,news,politics,us,politics,1197,"Go ahead, admit you're a racist - CNN",0.53990245,1041,Analysis: The most shocking part of the racist yearbook photo is unseen - CNN,0.52315134,1053,Analysis: Trump is making racism boring again - CNNPolitics,0.49701726,1143,How Trump's victory turns into another 'Lost Cause' - CNN,0.48673475,1047,The polite way to call someone a racist - CNN,0.4787504,0.8,0.4,0.8,0.4,0.5051113,0.4787504,0.53990245
606,Kamila Valieva saga set to run and run as blame game breaks out over Russian skater's positive drugs test - CNN,sport,news,sport,us,620,Kamila Valieva: Timeline of Russian figure skater's failed drug test - CNN,0.8369287,599,The highs and lows of the 2022 Winter Olympics - CNN,0.72511375,614,Women's figure skating: How scoring works and why stamina often leads to more points - CNN,0.6753315,133,Eileen Gu and Kamila Valieva became the teenage faces of Beijing 2022 under wildly contrasting circumstances - CNN,0.6724595,613,Timeline of figure skating controversies from 1902 to 2022 - CNN,0.6669792,1.0,0.2,1.0,0.2,0.71536255,0.6669792,0.8369287
1556,Europe: Covid death records shattered as London declares 'major incident' - CNN,news,news,europe,europe,1567,WHO calls for more intensified measures to fight UK coronavirus variant - CNN,0.801309,1836,London records zero Covid-19 daily deaths for first time in six months as cases soar elsewhere in Europe - CNN,0.7705018,1428,"UK Covid-19 deaths have hit 100,000. Experts say the government is still getting it wrong - CNN",0.76615536,4374,"Europe facing 500,000 more Covid deaths by February, WHO warns - CNN",0.7595138,1523,"England considers putting Covid patients in hotels, as study reveals deep trauma among ICU workers - CNN",0.71609116,1.0,0.0,0.6,0.0,0.7627142,0.71609116,0.801309
1601,2020 was a terrible year for Europe. 2021 is unlikely to be any better - CNN,news,politics,europe,politics,1714,The EU is facing the most serious crises in its history. Many are wondering if anyone's  in charge - CNN,0.7332902,3215,Europe's disunity and lack of trust imperil the continent's future  - CNN,0.6874869,1598,2020 stretched the social fabric of the United Kingdom. 2021 could rip it to pieces - CNN,0.62673026,1581,"As coronavirus cases spiral, Europe starts 2021 by extending lockdowns  - CNN",0.5533008,3193,Euro 2020: Belgium vs. Italy headlines enthralling quarterfinals - CNN,0.55241466,0.8,0.6,0.6,0.6,0.63064456,0.55241466,0.7332902
3122,Mark Cavendish: British cyclist equals Eddy Merckx's Tour de France record  - CNN,sport,sport,sport,football,2596,"Mark Cavendish rolls back clock to win Tour stage again, five years since last one - CNN",0.82181126,3047,Tadej Pogacar: Slovenian cycling sensation clinches second Tour de France victory - CNN,0.55080867,3935,"Tour de France: Wind, cobbles and brutal mountaintop finishes in 2022 race - CNN",0.53324187,2642,Tour de France: Fan holding sign causes huge crash - CNN,0.5268085,4052,Paris-Roubaix: Italian Sonny Colbrelli wins epic race - CNN,0.5127823,1.0,1.0,1.0,0.6,0.58909047,0.5127823,0.82181126
2972,Here's who won gold medals at the Tokyo Olympics on Sunday - CNN,sport,sport,sport,sport,2965,Here's who won gold medals at the Tokyo Olympics on Saturday - CNN,0.9455967,2958,Here's who won gold medals at the Tokyo Olympics on Monday - CNN,0.88035625,3429,Here's who won gold medals at the Tokyo Olympics on Monday - CNN,0.87959087,2917,Here's who won gold medals at the Tokyo Olympics on Thursday - CNN,0.86992246,2943,Here's who won gold medals at the Tokyo Olympics on Tuesday - CNN,0.86907303,1.0,1.0,1.0,1.0,0.8889079,0.86907303,0.9455967
3804,"Tyson Fury: 'He's not the greatest,' says Dillian Whyte as he reviews the state of boxing's heavyweight division - CNN",sport,sport,sport,football,3995,Tyson Fury knocks out Deontay Wilder to retain WBC title in heavyweight fight for the ages - CNN,0.76313406,4016,Tyson Fury promises to knockout Deontay Wilder in heated press conference ahead of trilogy fight - CNN,0.74206555,4009,Tyson Fury vs. Deontay Wilder: How to watch trilogy fight between heavyweight stars to settle rivalry - CNN,0.723201,3488,"Tyson Fury vs. Anthony Joshua bout unlikely to happen, says promoter Warren - CNN",0.71025336,2456,"Fury vs Joshua fight jeopardized as arbitrator rules Fury must face Wilder, - CNN",0.67685217,1.0,1.0,1.0,1.0,0.72310126,0.67685217,0.76313406
570,Players can be red carded for deliberate coughing under English football's new Covid-19 guidelines - CNN,sport,sport,football,football,4032,"UK red list: Premier League footballers offered new quarantine rules for international break, but Jurgen Klopp says it's 'not a real solution' - CNN",0.6821245,4468,English Premier League hit by record 103 Covid-19 cases between Dec 20-26 - CNN,0.6640077,4534,The NFL and NBA are changing their Covid-19 protocols as cases rise - CNN,0.64345396,4474,Premier League's Covid crisis: Fans left in the lurch - CNN,0.6390853,2990,NFL says coronavirus outbreaks among unvaccinated players may lead to forfeits this season - CNN,0.63198495,1.0,0.8,0.6,0.8,0.6521313,0.63198495,0.6821245
