Index,Headline,category,section,neighbor_1_index,neighbor_1_headline,neighbor_1_similarity,neighbor_2_index,neighbor_2_headline,neighbor_2_similarity,neighbor_3_index,neighbor_3_headline,neighbor_3_similarity,neighbor_4_index,neighbor_4_headline,neighbor_4_similarity,neighbor_5_index,neighbor_5_headline,neighbor_5_similarity,same_category_neighbor_ratio,same_section_neighbor_ratio,mean_neighbor_similarity,minimum_neighbor_similarity,maximum_neighbor_similarity
4025,Brooks Koepka and Bryson DeChambeau to face off in latest edition of 'The Match' - CNN,sport,golf,4152,Bryson DeChambeau vs. Brooks Koepka: How an internet meme helped fuel sport's biggest rivalry - CNN,0.86643803,2724,U.S. Open: Bryson DeChambeau videobombs Brooks Koepka interview - CNN,0.8016744,4128,Brooks Koepka says he 'just wanted to spank' Bryson DeChambeau after soundly beating rival in fifth edition of 'The Match - CNN,0.77845526,2732,U.S. Open: Brooks Koepka vs. Bryson DeChambeau -- Why everyone is talking about golf's new rivalry - CNN,0.70809835,3512,Brooks Koepka and Daniel Berger argue with officials in drop controversy at Ryder Cup - CNN,0.66256547,1.0,1.0,0.76344633,0.66256547,0.86643803
4026,UK high court finds Dubai's Sheikh Mohammed hacked ex-wife's phone using spyware - CNN,news,europe,4509,Princess Haya: Court orders Dubai ruler to pay ex-wife $728m -- one of the UK's largest ever divorce settlements - CNN,0.6267283,2122,UK Phone Hacking Scandal Fast Facts - CNN,0.57191706,1735,Police arrest eight after celebrities hit by SIM-swapping attacks - CNN,0.47733748,2007,"Kylie Moore-Gilbert: Iran tried to recruit me as a spy, says former British-Australian prisoner - CNN",0.45851517,4216,Analysis: A court battle is brewing over Prince Philip's will - CNN,0.42536223,1.0,0.2,0.51197207,0.42536223,0.6267283
4027,France Catholic Church: Pope expresses 'shame' over Church response to sexual abuse survivors following report - CNN,news,europe,4037,"France Catholic church abuse scandal: 216,000 minors sexually abused, report finds - CNN",0.8640281,4058,"Up to 3,200 pedophiles in French Catholic Church since 1950, according to independent commission - CNN",0.73437375,2074,"French Catholic clergy may have abused at least 10,000 people since 1950, say investigators - CNN",0.67947125,1081,'How could this happen again?' Why this Catholic abuse scandal seems worse than 2002  - CNN,0.6616501,4294,Pope thanks journalists for helping expose Church sex scandals - CNN,0.65879065,1.0,0.8,0.7196628,0.65879065,0.8640281
4028,Does the footballing world really care about kicking homophobia out? - CNN,sport,football,4347,Gay footballer Josh Cavallo says he would be 'scared' to play at the 2022 World Cup in Qatar - CNN,0.68671155,1675,LGBTQ campaign a 'step in the right direction' for football - CNN,0.54194945,4095,Mohamed Aboutrika: Former footballer calls homosexuality a 'dangerous ideology' against the backdrop of the Premier League's Rainbow Laces campaign - CNN,0.5397134,4096,"Qatar 2022: Amid ongoing human rights concerns, World Cup chief promises host nation is 'tolerant' and 'welcoming' - CNN",0.5390105,1854,"Boycotting the 2022 FIFA World Cup in Qatar would be a 'big mistake,' says Belgium manager Roberto Martínez - CNN",0.51447535,1.0,0.8,0.56437206,0.51447535,0.68671155
4029,Cyclist Elinor Barker says she won silver at Tokyo Olympics while pregnant - CNN,sport,sport,2657,Breastfeeding Canadian basketball player Kim Gaucher says she cannot take baby to Tokyo 2020 - CNN,0.5540925,3432,Katie Ledecky says she 'never would have imagined' her Olympic swimming success - CNN,0.54879797,3378,"Jessica Springsteen, Bruce Springsteen's daughter, wins silver medal in equestrian team jumping final - CNN",0.5448946,3238,Sarah Storey wins 15th Paralympic gold medal in Tokyo  - CNN,0.53761196,2895,Elaine Thompson-Herah defends Olympic 100m title in all-Jamaican podium - CNN,0.5361939,1.0,1.0,0.5443182,0.5361939,0.5540925
4030,"Urban Meyer must 'regain our trust' after 'inexcusable' video, says Shad Khan - CNN",sport,sport,4551,Urban Meyer fired as head coach of Jacksonville Jaguars - CNN,0.8022691,1725,Jacksonville Jaguars head coach defends hire of controversial coach - CNN,0.58370316,1992,"Meyers Leonard fined $50,000 for anti-Semitic slur - CNN",0.540055,2336,Kevin Durant apologizes to public  as the Brooklyn Nets stay first in the East - CNN,0.50226057,3579,"NFL: Lamar Jackson shows nerves of steel with gutsy, fourth-down call to beat Patrick Mahomes, Kansas City Chiefs - CNN",0.50016487,1.0,1.0,0.5856906,0.50016487,0.8022691
4031,Former NWSL coach called 'predator' as players speak out about sexual misconduct accusations  - CNN,sport,football,4064,National Women's Soccer League commissioner quits as weekend matches are cancelled after sexual miscoduct allegations against fired coach - CNN,0.828204,4083,National Women's Soccer League team North Carolina Courage fires head coach following accusations of sexual manipulation and misconduct - CNN,0.806599,3841,"NWSL needs 'institutional change' after abuse allegations, says interim CEO - CNN",0.76570886,3755,NWSL agrees to demands from players union after sexual misconduct scandal - CNN,0.7222438,3871,Former NWSL player Kaiya McCullough calls for accountability after widespread women's football abuse scandal - CNN,0.58889043,1.0,1.0,0.74232924,0.58889043,0.828204
4032,"UK red list: Premier League footballers offered new quarantine rules for international break, but Jurgen Klopp says it's 'not a real solution' - CNN",sport,football,3243,Premier League clubs will not release players for international games in UK's red-list countries - CNN,0.8271644,570,Players can be red carded for deliberate coughing under English football's new Covid-19 guidelines - CNN,0.6821246,3694,"Brazil vs Argentina World Cup qualifier: Match suspended, as four Argentinian players accused of breaking Covid travel protocols - CNN",0.6226469,1696,RB Leipzig vs. Liverpool FC: Champions League fixture moved to Budapest amid travel restrictions - CNN,0.621555,4534,The NFL and NBA are changing their Covid-19 protocols as cases rise - CNN,0.60965455,1.0,0.8,0.67262906,0.60965455,0.8271644
4033,David Cameron Fast Facts - CNN,news,europe,1942,John Major Fast Facts  - CNN,0.64065623,3544,Theresa May Fast Facts - CNN,0.5980861,2217,Tony Blair Fast Facts - CNN,0.5834359,2679,"Brexit: Five years after the vote, the United Kingdom is more divided than ever - CNN",0.5459202,2753,Princess Diana Fast Facts - CNN,0.54182625,1.0,0.8,0.58198494,0.54182625,0.64065623
4034,Gerry Adams Fast Facts - CNN,news,europe,3072,Northern Ireland Fast Facts - CNN,0.5421151,2308,Northern Ireland sees three nights of violence as tensions build - CNN,0.44743705,2264,Northern Ireland riots: Bus torched in more Belfast violence as British and Irish leaders call for calm - CNN,0.41540408,3103,"Brexit, shifting demographics and familiar tensions stoke divisions in Northern Ireland - CNN",0.4033739,2262,Northern Ireland riots: What's behind the recent violence in Northern Ireland? - CNN,0.39767456,1.0,0.4,0.4412009,0.39767456,0.5421151
4035,Alex Ferguson says Cristiano Ronaldo should have started against Everton - CNN,sport,football,4065,Manchester United vs. Everton: Cristiano Ronaldo is named on the substitutes' bench as Andros Townsend goal grabs draw - CNN,0.7567172,4105,Cristiano Ronaldo benching for Manchester United causes fierce debate between pundits - CNN,0.7278802,3863,Cristiano Ronaldo completes stunning Manchester United comeback against Atalanta - CNN,0.6437486,3453,Cristiano Ronaldo scores dramatic last-minute winner for Manchester United in Champions League - CNN,0.62531793,3651,Cristiano Ronaldo scores two goals on his return to Manchester United - CNN,0.61946106,1.0,1.0,0.67462504,0.61946106,0.7567172
4036,"Lars Vilks, Swedish 'Mohammed' cartoonist, killed in car crash - CNN",news,europe,3037,"Kurt Westergaard, cartoonist whose depiction of Mohammed sparked outrage, dead at 86 - CNN",0.66574335,3942,Norway bow-and-arrow attack suspect named as police say they're treating it as terrorism - CNN,0.47599787,3120,Norway Terror Attacks Fast Facts - CNN,0.47271776,3884,"Norway attack victims were killed by stabbings, not arrows, police say - CNN",0.4700464,2989,"Anders Breivik killed 77 people in Norway. A decade on, 'the hatred is still out there' but his influence is seen as low - CNN",0.46063912,1.0,1.0,0.5090289,0.46063912,0.66574335
4037,"France Catholic church abuse scandal: 216,000 minors sexually abused, report finds - CNN",news,europe,4027,France Catholic Church: Pope expresses 'shame' over Church response to sexual abuse survivors following report - CNN,0.8640281,4058,"Up to 3,200 pedophiles in French Catholic Church since 1950, according to independent commission - CNN",0.803517,2074,"French Catholic clergy may have abused at least 10,000 people since 1950, say investigators - CNN",0.7352915,1081,'How could this happen again?' Why this Catholic abuse scandal seems worse than 2002  - CNN,0.58599705,2203,France outlaws sex with children aged under 15 - CNN,0.576521,1.0,0.8,0.7130709,0.576521,0.8640281
4038,Asisat Oshoala: How a grandmother's belief gave birth to an African soccer superstar - CNN,sport,football,3653,Nadia Nadim: 'I'm actually the picture of everything the Taliban don't want their women to be' - CNN,0.5450345,2856,'I was only thinking of staying alive': Nadia Nadim's journey from refugee camp to PSG star ... and back - CNN,0.49940342,4290,Dani Alves: Barcelona legend set to be reunited with new manager Xavi after 'agreement in principle' to return - CNN,0.4900216,550,PSG: Neymar's moment of reckoning in Champions League - CNN,0.48989302,4178,Felix Afena-Gyan: AS Roma star says there was 'no racist intent' in banana comment captured in video - CNN,0.48300374,1.0,1.0,0.5014712,0.48300374,0.5450345
4039,Alexander Zverev: ATP to investigate domestic abuse allegations - CNN,sport,tennis,4185,"Alexander Zverev: After victory at the ATP Finals, is 2022 the year German tennis star can finally claim his first grand slam title? - CNN",0.6572986,1934,Alexander Zverev behind Roger Federer in 'absurd' new ranking system - CNN,0.610672,1705,Serena Williams shares video of her 3-year-old daughter Olympia training with tennis coach Patrick Mouratoglou - CNN,0.5556327,4188,Who is Chinese tennis player Peng Shuai and what is happening with the Zhang Gaoli allegations? - CNN,0.5510913,3285,"Rafael Nadal pulls out of US Open with foot injury, will miss remainder of 2021 - CNN",0.5442441,1.0,1.0,0.58378774,0.5442441,0.6572986
4040,Dinky dinosaur was the smallest of its kind when it roamed Wales 200 million years ago - CNN,news,europe,4554,Hundreds of dinosaur footprints uncovered in Poland - CNN,0.5643581,2825,New dinosaur species discovered in Australia - CNN,0.52452123,3490,Rare fossil of 25-million-year-old eagle that hunted koalas found in South Australia  - CNN,0.50708485,4502,Fossil of a giant millipede reveals 'the biggest bug that ever lived' - CNN,0.45997488,1812,Stone Age teeth hint at Neanderthal interbreeding - CNN,0.41558248,1.0,0.6,0.49430433,0.41558248,0.5643581
4041,Bubba Wallace becomes 2nd Black person to win NASCAR Cup Series - CNN,sport,sport,698,Bubba Wallace: NASCAR driver learning to 'embrace' activism  - CNN,0.6516709,1718,Bubba Wallace: How 2020 helped NASCAR driver find his voice to speak out over injustice - CNN,0.6339325,591,Charlie Sifford: golf's first Black professional who paved the way for Tiger Woods - CNN,0.5083211,4356,Kyle Larson wins NASCAR Cup Series championship at Phoenix Raceway - CNN,0.4745568,4359,NASCAR Cup Series Championship 2021: What to know - CNN,0.46208465,1.0,0.0,0.5461132,0.46208465,0.6516709
4042,La Palma volcano increasingly aggressive as Spain's leader announces emergency funds - CNN,news,europe,3566,Volcano erupts on La Palma in Spain's Canary Islands - CNN,0.90708447,4045,La Palma volcano: Lava flow thickens after volcanic crater collapses - CNN,0.90505666,3533,Canaries volcano blasts lava into the air as ash blankets area - CNN,0.85378015,4093,Spain's La Palma volcano continues to wreak havoc more than 2 months on - CNN,0.8355562,3552,La Palma volcano: Gushing lava forces more evacuations  - CNN,0.83281565,1.0,1.0,0.86685866,0.83281565,0.90708447
4043,River Plate defeats Boca Juniors as ex-Manchester United star Marcos Rojo sees red - CNN,sport,football,2481,"Copa Libertadores match affected by tear gas outside the stadium 
 - CNN",0.55694675,2063,Barcelona given some respite from off-field issues with stunning comeback against Sevilla to reach Copa del Rey final - CNN,0.5292644,3139,Copa América: Argentina defeats Colombia on penalties to reach final - CNN,0.51458865,3858,Champions League: Liverpool edges 10-man Atletico Madrid in five-goal thriller - CNN,0.501881,1886,Bono: Sevilla goalkeeper makes himself the unlikely hero with last-minute equalizer - CNN,0.4971038,1.0,1.0,0.5199569,0.4971038,0.55694675
4044,London police officer charged with rape - CNN,news,uk,3455,UK murder timeline: How events unfolded as Sarah Everard's murderer is sentenced to life without parole - CNN,0.6589484,3831,"Five UK police officers shared violent sexual images in relation to Sarah Everard's murder, police watchdog says
 - CNN",0.64476764,4081,Sarah Everard murder: London's police criticized after warning women to be wary of lone officers - CNN,0.6180246,3121,Sarah Everard: London officer pleads guilty to murder of marketing executive - CNN,0.6070884,2826,Sarah Everard: London police officer pleads guilty to kidnap and rape - CNN,0.6065066,1.0,0.8,0.62706715,0.6065066,0.6589484
4045,La Palma volcano: Lava flow thickens after volcanic crater collapses - CNN,news,europe,4042,La Palma volcano increasingly aggressive as Spain's leader announces emergency funds - CNN,0.90505666,3533,Canaries volcano blasts lava into the air as ash blankets area - CNN,0.8945327,4093,Spain's La Palma volcano continues to wreak havoc more than 2 months on - CNN,0.8590498,3566,Volcano erupts on La Palma in Spain's Canary Islands - CNN,0.85734487,3466,La Palma volcano: Residents told to lock down as lava pours into sea - CNN,0.8493856,1.0,1.0,0.87307394,0.8493856,0.90505666
4046,Union Berlin apologizes over anti-Semitic incidents at match against Maccabi Haifa - CNN,sport,football,2686,UEFA rejects request to light up Allianz Arena in rainbow colors for Euro 2020 game - CNN,0.57326126,827,"As anti-semitism grows, so does its dangers to everyone. Here's how you can fight against it - CNN",0.5547581,4077,Europa League: Crowd trouble once again mars fixtures - CNN,0.5531364,2668,Germany vs. Hungary: UEFA facing criticism over its position on rainbow colors  - CNN,0.54568446,2220,UEFA bans Slavia Prague's Ondřej Kúdela for 10 games for racist behavior - CNN,0.54335797,0.8,0.8,0.5540396,0.54335797,0.57326126
4047,"Milan: Small plane crashes into empty building in city outskirts, all 8 onboard die - CNN",news,europe,4599,"Italy building collapse: At least 3 dead, 6 missing in Ravanusa - CNN",0.5642295,3153,Russian plane crashes with 28 passengers onboard - CNN,0.5523855,3116,Swedish plane crash kills eight skydivers and pilot - CNN,0.5493746,1472,"Madrid explosion: 3 dead, several injured as explosion rocks Spanish capital  - CNN",0.51069283,2876,Air France flight evacuated after anonymous threat - CNN,0.474042,1.0,1.0,0.5301449,0.474042,0.5642295
